ride_id,scooter_id,user_id,start_time,end_time,start_lat,start_lng,end_lat,end_lng,battery_level,user_rating
RIDE_000088,SCOOT_0161,USER_00875,1782446996,2026-06-26 4:53:56,40.766053,-73.971199,40.765996,-73.974206,59,1
RIDE_000089,SCOOT_0288,USER_01151,2026-06-11 9:16:48,1781170968,40.78273,-73.976973,40.783698,-73.979455,17%,5
RIDE_000090,SCOOT_0260,USER_00436,06/11/2026 4:27 AM,1781153761,40.7149,73.9999° W,40.714551,-73.998664,N/A,5
RIDE_000091,SCOOT_0315,USER_01383,2026-06-05 23:54:39,1780705659,40.715561,74.0076° W,40.716233,-74.007567,55%,5
RIDE_000092,SCOOT_0337,USER_00821,2026-06-21 20:16:12,2026-06-21 20:20:12,40.6912° N,-74.06,40.691227,-74.058466,24,5
RIDE_000093,SCOOT_0306,USER_00174,1780463395,2026-06-03 5:52:55,40.787023,-73.966315,40.793482,-73.968617,93,5
RIDE_000094,SCOOT_0387,USER_01050,06/29/2026 1:54 AM,1782698815,40.716289,74.0053° W,40.722859,-74.007692,57,2
RIDE_000095,SCOOT_0105,USER_00618,1780576442,06/04/2026 1:04 PM,40.709441,-74.008398,40.703069,-74.009975,77,
RIDE_000096,SCOOT_0037,USER_00814,2026-06-07 4:59:47,06/07/2026 5:18 AM,40.709763,-74.005398,40.710789,-73.99977,30,3
RIDE_000097,SCOOT_0011,USER_00666,1782610344,1782612144,40.7166° N,74.0083° W,40.713906,-74.006832,54%,4
RIDE_000098,SCOOT_0114,USER_00683,2026-06-06 22:30:18,1780786938,40.734995,73.9410° W,40.738534,-73.942378,51,3
RIDE_000099,SCOOT_0132,USER_00405,06/25/2026 6:07 AM,2026-06-25 6:14:17,40.7237° N,-73.958423,40.723394,-73.954709,low,2
RIDE_000100,SCOOT_0330,USER_01302,2026-06-06 21:55:57,1780783677,40.726111,73.9975° W,40.726127,-73.997347,58,5
RIDE_000101,SCOOT_0237,USER_00926,06/20/2026 11:46 AM,06/20/2026 12:29 PM,40.7110° N,74.0035° W,40.707797,-74.003936,46%,3
RIDE_000102,SCOOT_0231,USER_01171,06/02/2026 2:04 AM,1780367416,40.760406,73.9752° W,40.762541,-73.978585,75,1
RIDE_000103,SCOOT_0331,USER_00354,2026-06-21 6:51:12,2026-06-21 7:14:12,40.718218,-73.9424,40.719215,-73.944692,92,
RIDE_000104,SCOOT_0324,USER_01326,06/02/2026 9:01 AM,2026-06-02 9:32:12,40.779923,-73.965687,40.783461,-73.965484,44,1
RIDE_000105,SCOOT_0340,USER_00290,1781144639,2026-06-11 2:47:59,40.7210° N,73.9990° W,40.720296,-73.996064,low,5
RIDE_000106,SCOOT_0048,USER_01324,2026-06-30 12:44:11,1782824771,40.719008,73.9814° W,40.716113,-73.979369,43%,5
RIDE_000107,SCOOT_0040,USER_00606,06/22/2026 3:24 PM,2026-06-22 15:59:56,40.717034,-74.013,40.713484,-74.019153,29,2
RIDE_000108,SCOOT_0085,USER_01477,2026-06-28 3:40:56,2026-06-28 4:15:56,40.7435° N,-73.953649,40.748019,-73.953427,21,5
RIDE_000109,SCOOT_0241,USER_00398,1781487326,1781489066,40.7193° N,74.0115° W,40.714204,-74.011687,30,3
RIDE_000110,SCOOT_0027,USER_01314,1781297166,06/12/2026 9:17 PM,40.696881,-74.045154,40.690679,-74.045421,78,three
RIDE_000111,SCOOT_0114,USER_00924,1781616655,2026-06-16 14:08:55,40.7228° N,-73.954607,40.72391,-73.957426,low,1
RIDE_000112,SCOOT_0075,USER_00282,06/29/2026 12:43 PM,2026-06-29 12:47:40,40.6958,-74.029984,40.695635,-74.027119,13,3
RIDE_000113,SCOOT_0373,USER_01247,1780396001,06/02/2026 10:59 AM,40.6931° N,-73.9959,40.691495,-73.998298,28,5
RIDE_000114,SCOOT_0306,USER_01098,2026-06-17 15:24:36,2026-06-17 15:34:36,40.728459,73.9559° W,40.726798,-73.959498,15,4
RIDE_000115,SCOOT_0185,USER_00139,2026-06-01 23:00:31,2026-06-01 23:35:31,40.752095,74.0053° W,40.749995,-74.004653,86,
RIDE_000116,SCOOT_0035,USER_00707,06/17/2026 7:48 PM,06/17/2026 8:23 PM,40.746653,73.9724° W,40.748496,-73.970147,N/A,3
RIDE_000117,SCOOT_0357,USER_00981,06/08/2026 11:55 PM,1780965507,40.710678,-74.008303,40.709853,-74.015209,83,4
RIDE_000118,SCOOT_0264,USER_00816,1782023891,06/21/2026 6:49 AM,40.706739,-74.000533,40.711674,-74.00128,6,3
RIDE_000119,SCOOT_0224,USER_00820,1782589576,2026-06-27 20:19:16,40.715106,74.0048° W,40.724343,-74.001396,43,3
RIDE_000120,SCOOT_0221,USER_01234,2026-06-24 16:00:37,1782318457,40.712288,74.0098° W,40.707469,-74.009212,11,1
RIDE_000121,SCOOT_0229,USER_00087,2026-06-27 6:34:12,2026-06-27 7:11:12,40.709775,-74.011689,40.707835,-74.014934,22%,3
RIDE_000122,SCOOT_0016,USER_00293,06/24/2026 12:50 PM,1782307930,40.722943,74.0269° W,40.722919,-74.022427,66,2
RIDE_000123,SCOOT_0190,USER_00762,2026-06-28 22:07:15,1782686295,40.713109,-74.009445,40.717679,-74.007828,78%,4
RIDE_000124,SCOOT_0288,USER_00242,06/15/2026 2:47 AM,2026-06-15 3:26:57,40.708651,-74.0068,40.706024,-74.01091,24,4
RIDE_000125,SCOOT_0045,USER_01397,06/09/2026 9:28 AM,1780999176,40.7165,-73.998362,40.712309,-73.996673,10,4
RIDE_000126,SCOOT_0261,USER_00460,2026-06-28 11:38:09,06/28/2026 12:23 PM,40.7102,-74.0079,40.70842,-74.01054,90%,3
RIDE_000127,SCOOT_0034,USER_00634,06/04/2026 7:19 AM,06/04/2026 7:30 AM,40.7130° N,-74.009324,40.713805,-74.009475,low,1
RIDE_000128,SCOOT_0400,USER_01130,1781371539,2026-06-13 18:01:39,40.7013,74.0270° W,40.699591,-74.024685,88,2
RIDE_000129,SCOOT_0178,USER_01063,06/21/2026 9:24 PM,1782077882,40.722818,-74.025551,40.723116,-74.023297,22,2
RIDE_000130,SCOOT_0298,USER_00316,06/29/2026 10:20 AM,06/29/2026 10:28 AM,40.706122,-74.003827,40.704135,-74.002115,65,5
RIDE_000131,SCOOT_0334,USER_00432,2026-06-06 23:59:01,1780792861,40.685235,-74.0241,40.680352,-74.023953,83,3
RIDE_000132,SCOOT_0038,USER_01411,06/25/2026 8:49 PM,06/25/2026 9:18 PM,40.753594,-74.0038,40.75551,-74.008771,88,4
RIDE_000133,SCOOT_0390,USER_00759,2026-06-02 5:45:19,06/02/2026 6:16 AM,40.781778,73.9954° W,40.779823,-73.995278,45%,2
RIDE_000134,SCOOT_0128,USER_00328,06/17/2026 8:26 PM,2026-06-17 20:35:56,40.709358,-74.007538,40.712377,-74.009269,50,4
RIDE_000135,SCOOT_0202,USER_01036,1782561317,06/27/2026 12:34 PM,40.747314,-73.957794,40.748903,-73.953469,3,
RIDE_000136,SCOOT_0056,USER_00883,2026-06-15 8:45:52,06/15/2026 9:01 AM,40.699,74.0016° W,40.700698,-74.002247,69,
RIDE_000137,SCOOT_0144,USER_01277,2026-06-05 9:37:44,2026-06-05 10:03:44,40.7688° N,-73.98968,40.769083,-73.990147,50,5
RIDE_000138,SCOOT_0206,USER_01025,2026-06-22 22:14:50,06/22/2026 10:24 PM,40.7175,74.0050° W,40.718484,-74.006218,19,5
RIDE_000139,SCOOT_0084,USER_00805,2026-06-02 1:38:58,06/02/2026 1:43 AM,40.71085,74.0077° W,40.712033,-74.008993,42,3
RIDE_000140,SCOOT_0214,USER_01196,1781952821,06/20/2026 11:33 AM,40.7140° N,-73.997698,40.716572,-73.998676,48,1
RIDE_000141,SCOOT_0323,USER_01477,1781132078,1781132318,40.7132° N,74.0527° W,40.70711,-74.055686,75%,5
RIDE_000142,SCOOT_0211,USER_01028,2026-06-20 13:50:32,1781964152,40.693184,-73.94223,40.693239,-73.937201,20,2
RIDE_000143,SCOOT_0236,USER_01092,1782425747,06/25/2026 10:48 PM,40.7549° N,-73.9901,40.757427,-73.996715,49,2
RIDE_000144,SCOOT_0354,USER_01444,06/11/2026 7:53 PM,2026-06-11 20:18:21,40.693912,74.0291° W,40.689477,-74.025651,39,2
RIDE_000145,SCOOT_0177,USER_00300,1781609555,1781611535,40.714154,-74.007661,40.716052,-74.000849,49%,4
RIDE_000146,SCOOT_0357,USER_00557,06/10/2026 1:31 AM,06/10/2026 1:52 AM,40.761637,-73.980536,40.760259,-73.983085,69,5
RIDE_000147,SCOOT_0052,USER_01396,2026-06-05 3:58:36,06/05/2026 4:40 AM,40.747207,73.9523° W,40.747421,-73.953755,53,4
RIDE_000148,SCOOT_0394,USER_00184,06/25/2026 5:00 AM,1782363798,40.7224,-73.999327,40.725492,-74.000857,37,1
RIDE_000149,SCOOT_0384,USER_00593,1782075252,2026-06-21 21:11:12,40.743,-74.005275,40.74167,-74.004143,ERROR,2
RIDE_000150,SCOOT_0259,USER_00959,06/29/2026 1:21 AM,1782696290,40.715828,-74.009689,40.718437,-74.005622,68%,2
RIDE_000151,SCOOT_0090,USER_01252,1780988472,06/09/2026 7:11 AM,40.7145° N,-73.998493,40.712132,-74.002227,38,2
RIDE_000152,SCOOT_0197,USER_00483,2026-06-28 23:15:19,06/28/2026 11:43 PM,40.713326,-73.9381,40.715289,-73.938246,32,
RIDE_000153,SCOOT_0208,USER_01406,1781516595,2026-06-15 10:07:15,40.7139° N,74.0105° W,40.721257,-74.010114,16,2
RIDE_000154,SCOOT_0242,USER_01101,06/17/2026 11:19 AM,2026-06-17 11:29:20,40.6914,-74.029985,40.692831,-74.029313,78,5
RIDE_000155,SCOOT_0294,USER_01100,1782460627,2026-06-26 8:15:07,40.684691,73.9786° W,40.690337,-73.974534,73,1
RIDE_000156,SCOOT_0213,USER_00936,2026-06-05 5:59:26,2026-06-05 6:22:26,40.8150° N,-73.981424,40.811995,-73.981802,8,5
RIDE_000157,SCOOT_0278,USER_00124,1781834767,06/19/2026 2:44 AM,40.6903,74.0226° W,40.685237,-74.018028,6%,1
RIDE_000158,SCOOT_0230,USER_00774,06/30/2026 2:30 AM,1782788626,40.7122° N,-74.0077,40.709132,-74.012672,54%,4
RIDE_000159,SCOOT_0388,USER_00047,06/13/2026 2:55 AM,06/13/2026 3:40 AM,40.729263,-74.004534,40.725394,-74.008419,94,1
RIDE_000160,SCOOT_0339,USER_00859,1781110286,2026-06-10 17:28:26,40.699384,-73.97542,40.698606,-73.979929,LOW,
RIDE_000161,SCOOT_0225,USER_00480,2026-06-20 0:34:10,2026-06-20 0:52:10,40.7118° N,74.0071° W,40.703726,-74.007254,95,
RIDE_000162,SCOOT_0122,USER_00619,1781769277,2026-06-18 8:00:37,40.7119,74.0032° W,40.717423,-73.999835,99%,3
RIDE_000163,SCOOT_0177,USER_01318,2026-06-29 5:12:57,2026-06-29 5:57:57,40.7007,-74.0309,40.708442,-74.030753,ERROR,1
RIDE_000164,SCOOT_0238,USER_00119,06/22/2026 1:52 PM,2026-06-22 14:28:38,40.712856,74.0061° W,40.71345,-74.00653,29,2
RIDE_000165,SCOOT_0371,USER_00391,06/18/2026 3:01 PM,2026-06-18 15:30:30,40.701327,-74.016937,40.701229,-74.018567,48,
RIDE_000166,SCOOT_0156,USER_00032,2026-06-02 9:46:27,2026-06-02 10:13:27,40.6862,73.9859° W,40.685478,-73.981359,28%,3
RIDE_000167,SCOOT_0239,USER_01093,1780815306,1780815906,40.7301° N,-73.94937,40.733819,-73.95559,42,4
RIDE_000168,SCOOT_0161,USER_00848,06/21/2026 1:04 PM,06/21/2026 1:26 PM,40.711429,-74.0075,40.707207,-74.009819,41,3
RIDE_000169,SCOOT_0126,USER_01023,2026-06-02 20:28:51,1780433151,40.7262° N,-73.950655,40.728996,-73.94684,43,5
RIDE_000170,SCOOT_0251,USER_00377,1781826600,1781828040,40.7157° N,-74.010516,40.714113,-74.009048,46,5
RIDE_000171,SCOOT_0035,USER_01449,2026-06-30 19:44:18,1782851298,40.7245,73.9537° W,40.723736,-73.954864,53,1
RIDE_000172,SCOOT_0283,USER_00843,2026-06-05 0:19:58,06/05/2026 12:35 AM,40.7756,-73.9687,40.774536,-73.965237,3%,
RIDE_000173,SCOOT_0269,USER_00305,1780274192,2026-06-01 1:12:32,40.7273,73.9557° W,40.729058,-73.95661,23,five star
RIDE_000174,SCOOT_0335,USER_01331,2026-06-08 6:59:16,06/08/2026 7:41 AM,40.767923,-74.002622,40.770695,-74.003177,90%,1
RIDE_000175,SCOOT_0290,USER_00196,06/25/2026 1:09 AM,2026-06-25 1:17:12,40.695646,-73.98782,40.693533,-73.992045,56,3
RIDE_000176,SCOOT_0337,USER_00068,1782760426,1782760726,40.7066° N,-74.003576,40.702732,-73.998312,N/A,5
RIDE_000177,SCOOT_0347,USER_01108,2026-06-06 11:27:00,1780745460,40.6589,-73.9541,40.659494,-73.954361,73,4
RIDE_000178,SCOOT_0305,USER_00813,06/11/2026 1:58 PM,1781186971,40.747102,-73.977517,40.746989,-73.974207,44,5
RIDE_000179,SCOOT_0152,USER_00505,06/25/2026 11:52 AM,06/25/2026 11:56 AM,40.7854,-73.968194,40.784294,-73.968365,85%,5
RIDE_000180,SCOOT_0158,USER_00911,06/23/2026 2:40 AM,1782182914,40.714031,-74.012841,40.709987,-74.010611,12,
RIDE_000181,SCOOT_0307,USER_00665,2026-06-12 9:49:18,06/12/2026 9:58 AM,40.7135° N,-74.006736,40.713539,-74.005693,46,5
RIDE_000182,SCOOT_0072,USER_00551,06/28/2026 2:01 PM,2026-06-28 14:04:33,40.7106,-74.0091,40.711228,-74.012048,low,2
RIDE_000183,SCOOT_0305,USER_01263,2026-06-10 9:46:20,2026-06-10 10:20:20,40.714433,74.0128° W,40.71752,-74.011393,32,4
RIDE_000184,SCOOT_0070,USER_00616,2026-06-07 16:40:12,06/07/2026 4:49 PM,40.7138,-74.002069,40.718821,-73.999026,57,5
RIDE_000185,SCOOT_0193,USER_00575,1781215064,1781215964,40.675983,74.0316° W,40.674108,-74.031513,74,3
RIDE_000186,SCOOT_0225,USER_00597,06/27/2026 2:18 PM,06/27/2026 2:44 PM,40.714871,74.0089° W,40.715431,-74.011169,94%,2
RIDE_000187,SCOOT_0246,USER_01193,06/27/2026 2:31 AM,2026-06-27 3:00:04,40.7006° N,74.0341° W,40.6978,-74.038188,10,5
RIDE_000188,SCOOT_0394,USER_00509,06/13/2026 7:27 PM,1781380940,40.686583,-73.9877,40.683734,-73.97983,82,1
RIDE_000189,SCOOT_0133,USER_00455,06/22/2026 12:55 PM,06/22/2026 1:08 PM,40.7583° N,-73.982,40.755691,-73.979902,56,five star
RIDE_000190,SCOOT_0248,USER_00215,2026-06-17 18:53:19,06/17/2026 7:31 PM,40.688987,73.9856° W,40.696667,-73.985848,20%,1
RIDE_000191,SCOOT_0225,USER_01479,1781104122,2026-06-10 15:16:42,40.717397,-74.008813,40.717292,-74.0035,62,1
