station_id,timestamp,entries,exits
STN_003,2026-06-27 0:00:00,79,73
STN_008,2026-06-10 14:00:00,99,89
STN_008,2026-06-12 19:00:00,386,339
stn_010,2026-06-02 10:00:00,243,241
STN_004,2026-06-15 4:00:00,98,81
STN_004,2026-06-15 2:00:00,85,79
stn_001,2026-06-15 1:00:00,72,66
stn_008,2026-06-24 16:00:00,251,230
stn_010,2026-06-08 18:00:00,533,481
STN_001,2026-06-27 7:00:00,367,359
Stn_007,2026-06-18 10:00:00,241,236
stn_005,2026-06-22 23:00:00,83,74
stn_004,2026-06-11 6:00:00,198,-184
stn_009,2026-06-08 4:00:00,90,79
stn_001,2026-06-30 12:00:00,76,70
Stn_009,2026-06-04 22:00:00,97,91
stn_009,2026-06-03 17:00:00,372,DEVICE_ERROR
stn_002,2026-06-22 15:00:00,134,114
Stn_006,2026-06-18 3:00:00,69,61
stn_002,2026-06-08 19:00:00,475,496
Stn_002,2026-06-25 1:00:00,83,81
Stn_002,2026-06-28 10:00:00,233,243
stn_003,2026-06-18 16:00:00,232,196
stn_007,2026-06-25 9:00:00,348,311
STN_004,2026-06-02 0:00:00,73,70
STN_005,2026-06-18 4:00:00,95,83
Stn_001,2026-06-28 21:00:00,116,93
STN_006,2026-06-01 14:00:00,83,79
stn_005,2026-06-15 8:00:00,516,490
STN_003,2026-06-05 10:00:00,238,195
stn_010,2026-06-05 8:00:00,462,480
stn_006,2026-06-29 7:00:00,444,455
stn_001,2026-06-03 14:00:00,88,79
STN_006,2026-06-18 16:00:00,268,275
Stn_007,2026-06-21 18:00:00,456,424
stn_008,2026-06-28 10:00:00,224,188
stn_008,2026-06-03 1:00:00,85,69
stn_004,2026-06-04 15:00:00,135,117
stn_010,2026-06-18 23:00:00,70,62
stn_006,2026-06-12 11:00:00,136,138
STN_007,2026-06-22 4:00:00,99,82
STN_009,2026-06-26 10:00:00,245,-219
stn_008,2026-06-24 21:00:00,133,117
stn_005,2026-06-30 4:00:00,75,61
stn_004,2026-06-15 5:00:00,125,123
stn_003,2026-06-15 15:00:00,7,7
STN_008,2026-06-15 2:00:00,75,68
stn_007,2026-06-20 13:00:00,71,61
STN_007,2026-06-04 11:00:00,129,132
STN_009,2026-06-29 14:00:00,84,-70
stn_009,2026-06-14 16:00:00,231,240
STN_008,2026-06-30 21:00:00,141,121
STN_005,2026-06-15 1:00:00,78,78
Stn_010,2026-06-01 22:00:00,98,89
Stn_008,2026-06-17 22:00:00,98,91
stn_007,2026-06-30 1:00:00,-84,79
stn_003,2026-06-02 5:00:00,123,106
STN_008,2026-06-03 0:00:00,82,82
STN_010,2026-06-05 15:00:00,124,125
STN_003,2026-06-10 9:00:00,345,297
Stn_010,2026-06-09 3:00:00,77,75
Stn_006,2026-06-18 22:00:00,84,82
stn_008,2026-06-10 18:00:00,DEVICE_ERROR,488
STN_006,2026-06-15 4:00:00,99,91
stn_008,2026-06-01 10:00:00,245,247
STN_004,2026-06-15 18:00:00,502,451
STN_007,2026-06-15 16:00:00,211,180
STN_001,2026-06-19 7:00:00,386,381
STN_003,2026-06-02 15:00:00,117,119
STN_007,2026-06-29 1:00:00,70,DEVICE_ERROR
stn_004,2026-06-21 9:00:00,444,465
STN_006,2026-06-12 8:00:00,518,463
STN_009,2026-06-22 4:00:00,96,82
stn_010,2026-06-08 21:00:00,120,97
stn_010,2026-06-20 0:00:00,85,74
STN_010,2026-06-27 16:00:00,220,218
STN_006,2026-06-01 2:00:00,86,75
Stn_001,2026-06-16 0:00:00,89,75
STN_002,2026-06-06 1:00:00,75,65
Stn_002,2026-06-11 20:00:00,DEVICE_ERROR,222
stn_001,2026-06-14 6:00:00,225,229
Stn_005,2026-06-15 7:00:00,380,316
STN_001,2026-06-09 22:00:00,82,69
stn_009,2026-06-25 19:00:00,382,347
STN_009,2026-06-23 9:00:00,387,373
Stn_008,2026-06-06 1:00:00,91,81
STN_010,2026-06-23 10:00:00,232,212
STN_008,2026-06-01 8:00:00,469,425
stn_006,2026-06-18 0:00:00,89,87
STN_009,2026-06-03 1:00:00,76,63
stn_001,2026-06-06 13:00:00,80,72
Stn_004,2026-06-29 0:00:00,90,94
stn_006,2026-06-07 13:00:00,86,79
stn_008,2026-06-29 4:00:00,88,74
STN_009,2026-06-10 5:00:00,136,133
stn_010,2026-06-29 18:00:00,592,621
stn_001,2026-06-07 2:00:00,80,83
stn_010,2026-06-10 17:00:00,-467,422
STN_001,2026-06-17 22:00:00,85,71
stn_009,2026-06-20 11:00:00,125,112
STN_007,2026-06-15 1:00:00,83,81
Stn_005,2026-06-06 0:00:00,69,56
stn_010,2026-06-28 4:00:00,78,68
STN_001,2026-06-04 17:00:00,445,418
stn_002,2026-06-22 18:00:00,552,455
STN_003,2026-06-09 11:00:00,-132,118
Stn_006,2026-06-19 14:00:00,92,83
stn_008,2026-06-09 19:00:00,415,433
STN_007,2026-06-21 17:00:00,381,335
Stn_002,2026-06-15 5:00:00,140,-136
stn_008,2026-06-09 22:00:00,78,72
STN_004,2026-06-30 15:00:00,109,-107
STN_007,2026-06-15 17:00:00,376,337
stn_009,2026-06-29 20:00:00,-230,-225
STN_006,2026-06-20 6:00:00,245,228
stn_005,2026-06-15 14:00:00,83,68
Stn_005,2026-06-09 12:00:00,100,-82
STN_001,2026-06-27 22:00:00,90,89
Stn_009,2026-06-15 11:00:00,116,95
stn_006,2026-06-24 17:00:00,391,376
Stn_001,2026-06-03 12:00:00,96,90
Stn_008,2026-06-06 8:00:00,DEVICE_ERROR,520
Stn_006,2026-06-23 2:00:00,82,85
STN_008,2026-06-23 3:00:00,83,74
STN_007,2026-06-29 19:00:00,383,313
stn_002,2026-06-30 9:00:00,346,345
STN_010,2026-06-26 21:00:00,121,109
stn_006,2026-06-06 12:00:00,79,65
stn_004,2026-06-07 22:00:00,86,74
STN_003,2026-06-04 6:00:00,218,198
Stn_001,2026-06-25 22:00:00,96,87
Stn_009,2026-06-22 3:00:00,82,69
STN_003,2026-06-26 21:00:00,130,105
Stn_004,2026-06-06 11:00:00,123,103
stn_008,2026-06-23 18:00:00,582,481
STN_005,2026-06-05 9:00:00,429,427
Stn_001,2026-06-09 14:00:00,86,89
stn_002,2026-06-02 10:00:00,196,197
STN_004,2026-06-15 11:00:00,112,103
stn_003,2026-06-28 13:00:00,81,79
Stn_008,2026-06-19 11:00:00,133,116
STN_008,2026-06-21 12:00:00,81,77
Stn_010,2026-06-20 5:00:00,116,103
STN_001,2026-06-24 22:00:00,81,67
Stn_002,2026-06-08 0:00:00,89,87
STN_009,2026-06-09 4:00:00,81,66
stn_001,2026-06-15 21:00:00,125,110
STN_003,2026-06-09 12:00:00,83,83
stn_010,2026-06-24 18:00:00,537,538
stn_001,2026-06-13 10:00:00,238,195
Stn_007,2026-06-22 11:00:00,116,97
STN_006,2026-06-15 3:00:00,71,68
STN_006,2026-06-30 23:00:00,73,70
stn_001,2026-06-24 16:00:00,247,240
STN_004,2026-06-25 21:00:00,113,108
Stn_002,2026-06-08 8:00:00,501,-408
STN_003,2026-06-30 9:00:00,420,399
stn_007,2026-06-09 7:00:00,450,364
STN_002,2026-06-12 13:00:00,75,74
STN_003,2026-06-16 10:00:00,235,DEVICE_ERROR
stn_002,2026-06-15 23:00:00,90,85
stn_004,2026-06-05 6:00:00,219,223
STN_009,2026-06-15 20:00:00,-264,265
STN_005,2026-06-15 4:00:00,78,81
STN_001,2026-06-05 1:00:00,77,70
Stn_003,2026-06-14 0:00:00,79,68
stn_005,2026-06-26 15:00:00,131,135
STN_003,2026-06-23 3:00:00,72,60
stn_010,2026-06-15 19:00:00,383,398
STN_002,2026-06-16 9:00:00,423,341
STN_001,2026-06-07 21:00:00,129,108
STN_007,2026-06-15 9:00:00,378,316
STN_008,2026-06-21 9:00:00,380,332
Stn_006,2026-06-10 10:00:00,255,222
STN_008,2026-06-28 11:00:00,120,102
stn_001,2026-06-15 19:00:00,478,DEVICE_ERROR
STN_008,2026-06-29 22:00:00,92,77
stn_002,2026-06-02 23:00:00,92,87
STN_001,2026-06-23 8:00:00,551,490
stn_004,2026-06-05 2:00:00,81,80
STN_009,2026-06-01 17:00:00,377,383
STN_004,2026-06-04 1:00:00,73,75
STN_008,2026-06-13 15:00:00,121,114
stn_006,2026-06-11 1:00:00,84,DEVICE_ERROR
Stn_006,2026-06-06 13:00:00,77,70
STN_005,2026-06-20 1:00:00,81,DEVICE_ERROR
STN_010,2026-06-16 15:00:00,128,DEVICE_ERROR
stn_003,2026-06-08 11:00:00,114,109
STN_004,2026-06-19 9:00:00,DEVICE_ERROR,329
STN_004,2026-06-15 13:00:00,70,57
STN_002,2026-06-15 9:00:00,381,320
Stn_006,2026-06-26 12:00:00,DEVICE_ERROR,69
STN_002,2026-06-16 17:00:00,458,378
STN_009,2026-06-24 16:00:00,272,-273
STN_001,2026-06-08 0:00:00,87,77
STN_010,2026-06-19 2:00:00,-84,82
STN_007,2026-06-19 8:00:00,516,532
stn_007,2026-06-30 0:00:00,88,78
stn_006,2026-06-13 18:00:00,551,-533
stn_008,2026-06-12 8:00:00,512,414
stn_007,2026-06-07 11:00:00,107,91
stn_001,2026-06-15 9:00:00,390,378
stn_003,2026-06-04 0:00:00,77,65
STN_004,2026-06-16 14:00:00,94,80
Stn_005,2026-06-15 16:00:00,277,227
stn_010,2026-06-20 1:00:00,82,75
stn_006,2026-06-18 9:00:00,413,344
STN_010,2026-06-15 12:00:00,84,75
STN_008,2026-06-25 0:00:00,DEVICE_ERROR,92
Stn_004,2026-06-03 15:00:00,146,136
STN_001,2026-06-01 3:00:00,85,DEVICE_ERROR
stn_006,2026-06-16 16:00:00,225,181
stn_009,2026-06-28 14:00:00,78,-71
stn_002,2026-06-17 0:00:00,69,60
stn_007,2026-06-06 14:00:00,90,76
stn_003,2026-06-11 12:00:00,100,98
stn_009,2026-06-11 17:00:00,454,368
stn_002,2026-06-28 12:00:00,93,-90
stn_005,2026-06-05 3:00:00,84,70
Stn_005,2026-06-27 13:00:00,93,94
Stn_008,2026-06-12 17:00:00,407,393
STN_009,2026-06-17 23:00:00,84,76
STN_006,2026-06-05 5:00:00,126,117
stn_001,2026-06-04 16:00:00,DEVICE_ERROR,190
STN_008,2026-06-21 7:00:00,403,329
STN_001,2026-06-05 8:00:00,538,447
STN_009,2026-06-09 6:00:00,253,241
Stn_001,2026-06-25 3:00:00,74,61
Stn_005,2026-06-27 18:00:00,513,-414
STN_005,2026-06-13 1:00:00,74,59
STN_001,2026-06-30 20:00:00,239,212
Stn_003,2026-06-15 19:00:00,21,22
STN_004,2026-06-20 16:00:00,216,211
Stn_010,2026-06-07 9:00:00,-407,372
STN_006,2026-06-05 13:00:00,80,82
stn_004,2026-06-14 1:00:00,86,74
stn_006,2026-06-22 3:00:00,-87,79
Stn_004,2026-06-26 23:00:00,87,88
STN_002,2026-06-05 22:00:00,94,80
Stn_009,2026-06-07 18:00:00,489,454
Stn_010,2026-06-10 21:00:00,138,119
stn_006,2026-06-19 13:00:00,80,68
stn_009,2026-06-15 22:00:00,84,80
Stn_002,2026-06-06 19:00:00,378,336
STN_003,2026-06-10 12:00:00,90,78
STN_004,2026-06-07 14:00:00,92,88
stn_002,2026-06-09 1:00:00,DEVICE_ERROR,75
stn_001,2026-06-08 20:00:00,231,DEVICE_ERROR
Stn_007,2026-06-17 6:00:00,DEVICE_ERROR,-179
STN_006,2026-06-26 14:00:00,86,-77
stn_005,2026-06-13 2:00:00,87,-88
stn_004,2026-06-20 11:00:00,126,127
stn_009,2026-06-07 2:00:00,83,83
STN_005,2026-06-29 12:00:00,88,85
STN_001,2026-06-26 22:00:00,91,94
STN_002,2026-06-11 16:00:00,263,258
Stn_007,2026-06-28 16:00:00,268,226
Stn_005,2026-06-22 15:00:00,135,134
Stn_003,2026-06-15 16:00:00,11,11
Stn_003,2026-06-25 5:00:00,-134,110
stn_007,2026-06-11 7:00:00,-365,359
Stn_001,2026-06-04 8:00:00,497,DEVICE_ERROR
stn_010,2026-06-15 5:00:00,119,105
stn_010,2026-06-23 2:00:00,72,63
stn_009,2026-06-03 5:00:00,118,120
Stn_009,2026-06-05 19:00:00,476,469
STN_004,2026-06-30 3:00:00,70,56
STN_003,2026-06-15 12:00:00,94,91
STN_001,2026-06-06 0:00:00,82,86
stn_010,2026-06-28 16:00:00,271,280
stn_008,2026-06-22 22:00:00,75,67
STN_009,2026-06-09 16:00:00,253,247
Stn_003,2026-06-25 9:00:00,-420,381
STN_009,2026-06-20 3:00:00,89,79
STN_009,2026-06-29 18:00:00,589,503
Stn_006,2026-06-05 6:00:00,261,245
stn_001,2026-06-25 23:00:00,DEVICE_ERROR,73
STN_008,2026-06-26 19:00:00,439,452
STN_005,2026-06-15 3:00:00,71,61
STN_006,2026-06-28 12:00:00,95,-91
stn_001,2026-06-09 13:00:00,84,85
STN_001,2026-06-08 5:00:00,122,119
stn_002,2026-06-07 20:00:00,218,199
stn_004,2026-06-18 11:00:00,119,117
STN_007,2026-06-15 3:00:00,75,70
STN_001,2026-06-22 19:00:00,481,409
Stn_005,2026-06-29 1:00:00,88,81
STN_009,2026-06-12 11:00:00,109,94
STN_008,2026-06-15 10:00:00,232,188
stn_001,2026-06-10 18:00:00,606,537
STN_003,2026-06-16 22:00:00,89,85
stn_010,2026-06-03 9:00:00,400,334
Stn_004,2026-06-27 23:00:00,DEVICE_ERROR,64
stn_007,2026-06-13 6:00:00,229,199
stn_009,2026-06-11 15:00:00,145,118
STN_002,2026-06-19 5:00:00,133,119
Stn_006,2026-06-06 18:00:00,490,476
stn_008,2026-06-18 18:00:00,520,420
Stn_003,2026-06-25 13:00:00,88,72
stn_004,2026-06-20 2:00:00,74,70
Stn_009,2026-06-10 2:00:00,87,79
stn_003,2026-06-01 17:00:00,457,407
STN_010,2026-06-27 19:00:00,448,450
STN_004,2026-06-24 5:00:00,132,116
stn_009,2026-06-25 7:00:00,418,372
stn_009,2026-06-10 4:00:00,92,82
Stn_010,2026-06-24 22:00:00,82,84
stn_008,2026-06-08 14:00:00,78,63
stn_004,2026-06-04 4:00:00,80,77
STN_008,2026-06-27 5:00:00,-123,103
stn_007,2026-06-24 1:00:00,88,80
STN_007,2026-06-16 19:00:00,405,345
stn_005,2026-06-19 3:00:00,70,-71
STN_007,2026-06-15 13:00:00,85,83
stn_007,2026-06-17 1:00:00,75,61
STN_001,2026-06-21 23:00:00,88,73
Stn_006,2026-06-27 9:00:00,365,317
stn_002,2026-06-25 9:00:00,378,312
STN_003,2026-06-11 22:00:00,83,79
STN_008,2026-06-01 7:00:00,420,355
stn_006,2026-06-05 14:00:00,81,67
STN_001,2026-06-16 21:00:00,109,96
stn_007,2026-06-02 21:00:00,118,DEVICE_ERROR
STN_010,2026-06-27 12:00:00,82,86
STN_002,2026-06-20 19:00:00,456,409
STN_004,2026-06-15 20:00:00,245,-211
stn_008,2026-06-02 23:00:00,DEVICE_ERROR,64
stn_005,2026-06-15 5:00:00,110,89
stn_003,2026-06-09 22:00:00,83,84
Stn_007,2026-06-30 12:00:00,75,DEVICE_ERROR
STN_001,2026-06-15 15:00:00,110,95
Stn_003,2026-06-13 16:00:00,270,278
Stn_001,2026-06-11 7:00:00,422,386
stn_009,2026-06-19 6:00:00,207,186
Stn_002,2026-06-27 19:00:00,-443,369
STN_010,2026-06-10 19:00:00,-370,378
Stn_005,2026-06-18 7:00:00,344,DEVICE_ERROR
stn_003,2026-06-02 3:00:00,78,78
STN_003,2026-06-13 3:00:00,74,63
stn_001,2026-06-18 14:00:00,90,74
Stn_004,2026-06-19 12:00:00,98,80
STN_003,2026-06-11 10:00:00,257,235
STN_001,2026-06-09 11:00:00,135,116
STN_010,2026-06-15 2:00:00,80,82
stn_005,2026-06-09 10:00:00,222,188
STN_005,2026-06-22 8:00:00,467,377
STN_008,2026-06-19 3:00:00,84,75
Stn_009,2026-06-30 8:00:00,489,436
STN_001,2026-06-13 1:00:00,87,70
Stn_007,2026-06-24 18:00:00,494,496
stn_010,2026-06-14 2:00:00,81,78
stn_002,2026-06-06 22:00:00,100,98
STN_006,2026-06-15 14:00:00,98,DEVICE_ERROR
STN_008,2026-06-07 18:00:00,567,492
Stn_004,2026-06-12 2:00:00,DEVICE_ERROR,81
STN_009,2026-06-16 13:00:00,71,61
Stn_002,2026-06-06 14:00:00,86,87
STN_008,2026-06-04 17:00:00,394,390
STN_001,2026-06-26 18:00:00,481,453
STN_001,2026-06-19 2:00:00,77,-67
Stn_006,2026-06-28 23:00:00,71,61
STN_004,2026-06-14 19:00:00,411,419
stn_010,2026-06-13 0:00:00,75,65
Stn_005,2026-06-03 22:00:00,DEVICE_ERROR,72
STN_002,2026-06-11 6:00:00,255,210
STN_010,2026-06-24 8:00:00,491,396
stn_005,2026-06-14 16:00:00,261,265
STN_009,2026-06-21 20:00:00,272,223
STN_006,2026-06-14 9:00:00,362,299
stn_006,2026-06-10 22:00:00,78,74
stn_003,2026-06-10 17:00:00,425,414
STN_004,2026-06-12 1:00:00,82,75
stn_002,2026-06-26 23:00:00,75,69
STN_007,2026-06-30 3:00:00,70,67
stn_002,2026-06-19 23:00:00,83,80
STN_005,2026-06-28 14:00:00,-84,76
STN_008,2026-06-05 19:00:00,461,473
Stn_005,2026-06-24 20:00:00,269,253
stn_010,2026-06-15 11:00:00,124,124
Stn_003,2026-06-15 17:00:00,19,18
Stn_002,2026-06-22 6:00:00,225,197
STN_001,2026-06-25 10:00:00,-204,206
stn_002,2026-06-24 21:00:00,117,109
STN_009,2026-06-15 21:00:00,113,91
Stn_005,2026-06-19 22:00:00,84,78
stn_004,2026-06-15 10:00:00,228,238
stn_004,2026-06-24 23:00:00,78,67
Stn_002,2026-06-14 8:00:00,408,398
STN_009,2026-06-17 16:00:00,270,249
stn_002,2026-06-20 3:00:00,75,66
STN_009,2026-06-15 2:00:00,92,89
STN_004,2026-06-15 9:00:00,410,362
